,season,team,identifier,name,unique_name,key_cricinfo,batting_style,player_type,bowling_style
0,2007/08,Kolkata Knight Riders,725529bc,SC Ganguly,SC Ganguly,28779,Left hand Bat,Batter,Right arm Medium
1,2007/08,Kolkata Knight Riders,b8a55852,BB McCullum,BB McCullum,37737,Right hand Bat,Wicketkeeper Batter,NA
2,2007/08,Kolkata Knight Riders,7d415ea5,RT Ponting,RT Ponting,7133,Right hand Bat,Top order Batter,Right arm Medium
3,2007/08,Kolkata Knight Riders,fd835ab3,DJ Hussey,DJ Hussey,5766,Right hand Bat,Allrounder,Right arm Offbreak
4,2007/08,Kolkata Knight Riders,9ab63e7b,Mohammad Hafeez,Mohammad Hafeez,41434,Right hand Bat,Allrounder,Right arm Offbreak
5,2007/08,Kolkata Knight Riders,b1451597,LR Shukla,LR Shukla,34019,Right hand Bat,Allrounder,Right arm Medium
6,2007/08,Kolkata Knight Riders,fe11caa6,WP Saha,WP Saha,279810,Right hand Bat,Wicketkeeper Batter,NA
7,2007/08,Kolkata Knight Riders,fa463154,AB Agarkar,AB Agarkar,26184,Right hand Bat,Bowler,Right arm Fast
8,2007/08,Kolkata Knight Riders,66b30f71,AB Dinda,AB Dinda,227712,Right hand Bat,Bowler,Right arm Medium fast
9,2007/08,Kolkata Knight Riders,abfeb126,M Kartik,M Kartik,30049,Left hand Bat,Bowler,Slow Left arm Orthodox
10,2007/08,Kolkata Knight Riders,5bb1a1c4,I Sharma,I Sharma,236779,Right hand Bat,Bowler,Right arm Fast medium
11,2007/08,Royal Challengers Bangalore,0184dc35,R Dravid,R Dravid,28114,Right hand Bat,Top order Batter,Right arm Offbreak
12,2007/08,Royal Challengers Bangalore,619aa81f,W Jaffer,W Jaffer,29646,Right hand Bat,Top order Batter,Right arm Offbreak
13,2007/08,Royal Challengers Bangalore,ba607b88,V Kohli,V Kohli,253802,Right hand Bat,Top order Batter,Right arm Medium
14,2007/08,Royal Challengers Bangalore,86dc8f2e,JH Kallis,JH Kallis,45789,Right hand Bat,Allrounder,Right arm Fast medium
15,2007/08,Royal Challengers Bangalore,d0513f63,CL White,CL White,8291,Right hand Bat,Middle order Batter,Legbreak Googly
16,2007/08,Royal Challengers Bangalore,f3cb53a1,MV Boucher,MV Boucher,44111,Right hand Bat,Wicketkeeper Batter,NA
17,2007/08,Royal Challengers Bangalore,af7dadf7,B Akhil,B Akhil,26206,Right hand Bat,Bowler,Right arm Medium fast
18,2007/08,Royal Challengers Bangalore,b69e69ed,AA Noffke,AA Noffke,6938,Right hand Bat,Allrounder,Right arm Fast medium
19,2007/08,Royal Challengers Bangalore,e938e1bc,P Kumar,P Kumar,30732,Right hand Bat,Bowler,Right arm Medium
20,2007/08,Royal Challengers Bangalore,91a4a398,Z Khan,Z Khan,30102,Right hand Bat,Bowler,Left arm Fast medium
21,2007/08,Royal Challengers Bangalore,670709ec,SB Joshi,SB Joshi,29725,Left hand Bat,Allrounder,Slow Left arm Orthodox
22,2007/08,Chennai Super Kings,b5da6c24,PA Patel,PA Patel,32242,Left hand Bat,Wicketkeeper Batter,NA
23,2007/08,Chennai Super Kings,d8699ab7,ML Hayden,ML Hayden,5616,Left hand Bat,Opening Batter,Right arm Medium
24,2007/08,Chennai Super Kings,48fd7349,MEK Hussey,MEK Hussey,5939,Left hand Bat,Middle order Batter,Right arm Medium
25,2007/08,Chennai Super Kings,4a8a2e3b,MS Dhoni,MS Dhoni,28081,Right hand Bat,Wicketkeeper Batter,NA
26,2007/08,Chennai Super Kings,1dc12ab9,SK Raina,SK Raina,33335,Left hand Bat,Middle order Batter,Right arm Offbreak
27,2007/08,Chennai Super Kings,3eac9d95,JDP Oram,JDP Oram,38062,Left hand Bat,Allrounder,Right arm Fast medium
28,2007/08,Chennai Super Kings,3576e47e,S Badrinath,S Badrinath,26806,Right hand Bat,Middle order Batter,Right arm Offbreak
29,2007/08,Chennai Super Kings,9f961c14,Joginder Sharma,Joginder Sharma,29976,Right hand Bat,Allrounder,Right arm Fast medium
30,2007/08,Chennai Super Kings,6ad3a659,P Amarnath,P Amarnath,290629,Right hand Bat,NA,Right arm Medium
31,2007/08,Chennai Super Kings,ae78bc32,MS Gony,MS Gony,317293,Right hand Bat,Bowler,Right arm Medium
32,2007/08,Chennai Super Kings,4ba44e19,M Muralitharan,M Muralitharan,49636,Right hand Bat,Bowler,Right arm Offbreak
33,2007/08,Kings XI Punjab,a1f1829d,K Goel,K Goel,28997,Left hand Bat,NA,Right arm Offbreak
34,2007/08,Kings XI Punjab,2498e163,JR Hopes,JR Hopes,5702,Right hand Bat,Allrounder,Right arm Medium
35,2007/08,Kings XI Punjab,6b71e6cf,KC Sangakkara,KC Sangakkara,50710,Left hand Bat,Wicketkeeper Batter,NA
36,2007/08,Kings XI Punjab,1c914163,Yuvraj Singh,Yuvraj Singh,36084,Left hand Bat,Middle order Batter,Slow Left arm Orthodox
37,2007/08,Kings XI Punjab,fdedb37c,SM Katich,SM Katich,6128,Left hand Bat,Batter,Left arm Wrist spin
38,2007/08,Kings XI Punjab,5fa06777,IK Pathan,IK Pathan,32685,Left hand Bat,Allrounder,Left arm Medium fast
39,2007/08,Kings XI Punjab,eaa90ab4,P Dharmani,P Dharmani,28067,Right hand Bat,NA,NA
40,2007/08,Kings XI Punjab,dd09ff8e,B Lee,B Lee,6278,Right hand Bat,Bowler,Right arm Fast
41,2007/08,Kings XI Punjab,98ae73b1,PP Chawla,PP Chawla,32966,Left hand Bat,Bowling Allrounder,Legbreak
42,2007/08,Kings XI Punjab,3dba85c2,WA Mota,WA Mota,31041,Right hand Bat,NA,Right arm Medium
43,2007/08,Kings XI Punjab,6b8eb6e5,S Sreesanth,S Sreesanth,34274,Right hand Bat,Bowler,Right arm Fast medium
44,2007/08,Rajasthan Royals,3c6ffae8,YK Pathan,YK Pathan,32498,Right hand Bat,Allrounder,Right arm Offbreak
45,2007/08,Rajasthan Royals,4329fbb5,SR Watson,SR Watson,8180,Right hand Bat,Allrounder,Right arm Fast medium
46,2007/08,Rajasthan Royals,d84378a4,M Kaif,M Kaif,29990,Right hand Bat,Batter,Right arm Offbreak
47,2007/08,Rajasthan Royals,53fe6ee4,DS Lehmann,DS Lehmann,6285,Left hand Bat,Top order Batter,Slow Left arm Orthodox
48,2007/08,Rajasthan Royals,fe93fd9d,RA Jadeja,RA Jadeja,234675,Left hand Bat,Allrounder,Slow Left arm Orthodox
49,2007/08,Rajasthan Royals,de8d3876,M Rawat,M Rawat,33440,Right hand Bat,NA,NA
50,2007/08,Rajasthan Royals,0264c10e,D Salunkhe,D Salunkhe,278482,Right hand Bat,Bowler,Legbreak
51,2007/08,Rajasthan Royals,bb18be76,SK Warne,SK Warne,8166,Right hand Bat,Bowler,Legbreak Googly
52,2007/08,Rajasthan Royals,3d7e087f,SK Trivedi,SK Trivedi,35353,Right hand Bat,Bowler,Right arm Medium
53,2007/08,Rajasthan Royals,f0f628c7,MM Patel,MM Patel,32965,Right hand Bat,Bowler,Right arm Medium fast
54,2007/08,Delhi Daredevils,bb345e0b,G Gambhir,G Gambhir,28763,Left hand Bat,Top order Batter,Legbreak
55,2007/08,Delhi Daredevils,8ba8195d,V Sehwag,V Sehwag,35263,Right hand Bat,Top order Batter,Right arm Offbreak
56,2007/08,Delhi Daredevils,0a476045,S Dhawan,S Dhawan,28235,Left hand Bat,Opening Batter,Right arm Offbreak
57,2007/08,Delhi Daredevils,26e5cabf,MK Tiwary,MK Tiwary,35565,Right hand Bat,Batter,Legbreak Googly
58,2007/08,Delhi Daredevils,c03f1114,KD Karthik,KD Karthik,30045,Right hand Bat,Wicketkeeper Batter,NA
59,2007/08,Delhi Daredevils,33a364a6,R Bhatia,R Bhatia,26907,Right hand Bat,Allrounder,Right arm Medium fast
60,2007/08,Delhi Daredevils,c42aaf71,M Manhas,M Manhas,31001,Right hand Bat,Allrounder,Right arm Offbreak
61,2007/08,Delhi Daredevils,d7c6af50,DL Vettori,DL Vettori,38710,Left hand Bat,Allrounder,Slow Left arm Orthodox
62,2007/08,Delhi Daredevils,ab89348d,MF Maharoof,MF Maharoof,49638,Right hand Bat,Allrounder,Right arm Fast medium
63,2007/08,Delhi Daredevils,50758325,B Geeves,B Geeves,5472,Right hand Bat,Bowler,Right arm Fast medium
64,2007/08,Delhi Daredevils,ee7d0c82,GD McGrath,GD McGrath,6565,Right hand Bat,Bowler,Right arm Fast medium
65,2007/08,Deccan Chargers,2b6e6dec,AC Gilchrist,AC Gilchrist,5390,Left hand Bat,Wicketkeeper Batter,NA
66,2007/08,Deccan Chargers,fe763256,Y Venugopal Rao,Y Venugopal Rao,35805,Right hand Bat,Middle order Batter,Right arm Offbreak
67,2007/08,Deccan Chargers,de8cce37,VVS Laxman,VVS Laxman,30750,Right hand Bat,Top order Batter,Right arm Offbreak
68,2007/08,Deccan Chargers,bd77eb62,A Symonds,A Symonds,7702,Right hand Bat,Allrounder,"Right arm Medium, Right arm Offbreak"
69,2007/08,Deccan Chargers,740742ef,RG Sharma,RG Sharma,34102,Right hand Bat,Top order Batter,Right arm Offbreak
70,2007/08,Deccan Chargers,57efa3be,SB Styris,SB Styris,38407,Right hand Bat,Allrounder,Right arm Medium
71,2007/08,Deccan Chargers,b9be6507,AS Yadav,AS Yadav,36110,Right hand Bat,Batter,Right arm Offbreak
72,2007/08,Deccan Chargers,0604ef16,SB Bangar,SB Bangar,27225,Right hand Bat,NA,Right arm Medium fast
73,2007/08,Deccan Chargers,bcce309e,WPUJC Vaas,WPUJC Vaas,50804,Left hand Bat,Bowler,Left arm Fast medium
74,2007/08,Deccan Chargers,c3d1402f,RP Singh,RP Singh,35280,Right hand Bat,Bowler,Left arm Fast medium
75,2007/08,Deccan Chargers,6c6591ab,PP Ojha,PP Ojha,32130,Left hand Bat,Bowler,Slow Left arm Orthodox
76,2007/08,Mumbai Indians,0fa5042b,L Ronchi,L Ronchi,7502,Right hand Bat,Wicketkeeper Batter,NA
77,2007/08,Mumbai Indians,f233bbb4,ST Jayasuriya,ST Jayasuriya,49209,Left hand Bat,Allrounder,Slow Left arm Orthodox
78,2007/08,Mumbai Indians,7d3937ed,DJ Thornely,DJ Thornely,8002,Right hand Bat,Top order Batter,"Right arm Medium, Right arm Offbreak"
79,2007/08,Mumbai Indians,1c17e270,RV Uthappa,RV Uthappa,35582,Right hand Bat,Batter,Right arm Medium
80,2007/08,Mumbai Indians,0aadc906,PR Shah,PR Shah,34282,Right hand Bat,Wicketkeeper Batter,NA
81,2007/08,Mumbai Indians,a45a5e8d,AM Nayar,AM Nayar,32091,Left hand Bat,Allrounder,Right arm Medium
82,2007/08,Mumbai Indians,88fccd6c,SM Pollock,SM Pollock,46774,Right hand Bat,Allrounder,Right arm Fast medium
83,2007/08,Mumbai Indians,8b5b6769,Harbhajan Singh,Harbhajan Singh,29264,Right hand Bat,Bowler,Right arm Offbreak
84,2007/08,Mumbai Indians,0d232ffd,MA Khote,MA Khote,30220,Right hand Bat,NA,Right arm Medium
85,2007/08,Mumbai Indians,96fd40ae,A Nehra,A Nehra,31820,Right hand Bat,Bowler,Left arm Medium fast
86,2007/08,Mumbai Indians,d2a989fc,DS Kulkarni,DS Kulkarni,277955,Right hand Bat,Bowler,Right arm Medium
87,2007/08,Royal Challengers Bangalore,881a9bdd,S Chanderpaul,S Chanderpaul,51469,Left hand Bat,Batter,Legbreak
88,2007/08,Royal Challengers Bangalore,b61a3e1a,LRPL Taylor,LRPL Taylor,38699,Right hand Bat,Middle order Batter,Right arm Offbreak
89,2007/08,Royal Challengers Bangalore,41eb4a4f,R Vinay Kumar,R Vinay Kumar,35731,Right hand Bat,Bowler,Right arm Medium
90,2007/08,Kings XI Punjab,d18f9182,DPMD Jayawardene,DPMD Jayawardene,49289,Right hand Bat,Batter,Right arm Medium
91,2007/08,Kings XI Punjab,3fca55af,S Sohal,S Sohal,228943,Right hand Bat,Batter,Legbreak
92,2007/08,Rajasthan Royals,ff077124,Kamran Akmal,Kamran Akmal,41028,Right hand Bat,Wicketkeeper Batter,NA
93,2007/08,Rajasthan Royals,e32d22f6,Pankaj Singh,Pankaj Singh,32973,Right hand Bat,Bowler,Right arm Medium fast
94,2007/08,Deccan Chargers,0dc00542,Shahid Afridi,Shahid Afridi,42639,Right hand Bat,Allrounder,Legbreak Googly
95,2007/08,Delhi Daredevils,64c34cd0,Shoaib Malik,Shoaib Malik,42657,Right hand Bat,Allrounder,Right arm Offbreak
96,2007/08,Delhi Daredevils,e03b66ec,Mohammad Asif,Mohammad Asif,41411,Left hand Bat,Bowler,Right arm Fast medium
97,2007/08,Delhi Daredevils,93a17209,VY Mahesh,VY Mahesh,31732,Right hand Bat,Allrounder,Right arm Medium fast
98,2007/08,Mumbai Indians,87e562a9,DJ Bravo,DJ Bravo,51439,Right hand Bat,Allrounder,Right arm Medium
99,2007/08,Mumbai Indians,38f2c66c,VS Yeligati,VS Yeligati,307448,Right hand Bat,NA,Right arm Offbreak
100,2007/08,Deccan Chargers,94bc776b,D Kalyankrishna,D Kalyankrishna,30719,Right hand Bat,NA,Right arm Medium fast
101,2007/08,Rajasthan Royals,72861603,GC Smith,GC Smith,47270,Left hand Bat,Opening Batter,Right arm Offbreak
102,2007/08,Kings XI Punjab,36d33dd0,RR Sarwan,RR Sarwan,52969,Right hand Bat,Batter,Legbreak
103,2007/08,Kings XI Punjab,034b4b7d,VRV Singh,VRV Singh,35281,Right hand Bat,NA,Right arm Medium fast
104,2007/08,Mumbai Indians,709b0bac,SS Tiwary,SS Tiwary,35390,Left hand Bat,Top order Batter,NA
105,2007/08,Rajasthan Royals,64d43928,Sohail Tanvir,Sohail Tanvir,43265,Left hand Bat,Bowler,Left arm Medium fast
106,2007/08,Royal Challengers Bangalore,0c2730df,A Kumble,A Kumble,30176,Right hand Bat,Bowler,Legbreak Googly
107,2007/08,Deccan Chargers,e0351c86,DNT Zoysa,DNT Zoysa,51050,Left hand Bat,Bowler,Left arm Fast medium
108,2007/08,Mumbai Indians,29e95537,AM Rahane,AM Rahane,277916,Right hand Bat,Top order Batter,Right arm Medium
109,2007/08,Mumbai Indians,facb9086,SD Chitnis,SD Chitnis,337916,Right hand Bat,Batter,Right arm Offbreak
110,2007/08,Kings XI Punjab,a76d10ba,TM Srivastava,TM Srivastava,35401,Left hand Bat,Top order Batter,Right arm Medium
111,2007/08,Chennai Super Kings,c3d35165,JA Morkel,JA Morkel,46248,Left hand Bat,Bowling Allrounder,Right arm Medium fast
112,2007/08,Royal Challengers Bangalore,5451a2c1,B Chipli,B Chipli,27685,Right hand Bat,Batter,Right arm Medium
113,2007/08,Royal Challengers Bangalore,8fd1a8f5,DW Steyn,DW Steyn,47492,Right hand Bat,Bowler,Right arm Fast
114,2007/08,Kolkata Knight Riders,7050a1e7,DB Das,DB Das,328163,Right hand Bat,NA,Legbreak Googly
115,2007/08,Mumbai Indians,93b4fc78,MK Pandey,MK Pandey,290630,Right hand Bat,Top order Batter,Right arm Medium
116,2007/08,Mumbai Indians,342d8ade,CRD Fernando,CRD Fernando,48835,Right hand Bat,Bowler,Right arm Fast medium
117,2007/08,Kolkata Knight Riders,4d6d6280,Salman Butt,Salman Butt,42683,Left hand Bat,Batter,Right arm Offbreak
118,2007/08,Kolkata Knight Riders,b57f8a9a,BJ Hodge,BJ Hodge,5674,Right hand Bat,Top order Batter,Right arm Offbreak
119,2007/08,Kolkata Knight Riders,16dfcc19,Umar Gul,Umar Gul,43524,Right hand Bat,Bowler,Right arm Fast medium
120,2007/08,Rajasthan Royals,ae091d39,SA Asnodkar,SA Asnodkar,26782,Right hand Bat,Batter,Right arm Offbreak
121,2007/08,Deccan Chargers,e1d1b294,HH Gibbs,HH Gibbs,45224,Right hand Bat,Opening Batter,Right arm Bowler
122,2007/08,Kings XI Punjab,508a1ea7,SE Marsh,SE Marsh,6683,Left hand Bat,Top order Batter,Slow Left arm Orthodox
123,2007/08,Kings XI Punjab,890de8cb,Gagandeep Singh,Gagandeep Singh,28758,Right hand Bat,NA,Right arm Medium fast
124,2007/08,Chennai Super Kings,eea6b7f1,SP Fleming,SP Fleming,37000,Left hand Bat,Top order Batter,NA
125,2007/08,Chennai Super Kings,756389bd,S Vidyut,S Vidyut,35619,Left hand Bat,Batting Allrounder,Slow Left arm Orthodox
126,2007/08,Chennai Super Kings,20a941bb,M Ntini,M Ntini,46592,Right hand Bat,Bowler,Right arm Fast
127,2007/08,Delhi Daredevils,c4487b84,AB de Villiers,AB de Villiers,44936,Right hand Bat,Wicketkeeper Batter,NA
128,2007/08,Delhi Daredevils,9fc0ef64,PJ Sangwan,PJ Sangwan,279545,Right hand Bat,Bowler,Left arm Medium
129,2007/08,Deccan Chargers,acd4f5dc,DP Vijaykumar,DP Vijaykumar,272949,Right hand Bat,NA,Right arm Medium
130,2007/08,Royal Challengers Bangalore,7eae4418,Misbah-ul-Haq,Misbah-ul-Haq,41378,Right hand Bat,Middle order Batter,Legbreak
131,2007/08,Mumbai Indians,4e04666c,YV Takawale,YV Takawale,35357,Right hand Bat,NA,NA
132,2007/08,Mumbai Indians,5f4e9e8f,RR Raje,RR Raje,290713,Right hand Bat,NA,Right arm Fast medium
133,2007/08,Kings XI Punjab,622cc511,U Kaul,U Kaul,30235,Left hand Bat,Wicketkeeper,NA
134,2007/08,Royal Challengers Bangalore,f48cf4da,DT Patil,DT Patil,32389,Right hand Bat,NA,NA
135,2007/08,Chennai Super Kings,95a2ea61,S Anirudha,S Anirudha,26798,Right hand Bat,Top order Batter,NA
136,2007/08,Chennai Super Kings,cfad138c,CK Kapugedera,CK Kapugedera,209457,Right hand Bat,Middle order Batter,Right arm Medium
137,2007/08,Chennai Super Kings,b2b50355,L Balaji,L Balaji,26829,Right hand Bat,Bowler,Right arm Medium fast
138,2007/08,Kolkata Knight Riders,75de770f,T Taibu,T Taibu,55805,Right hand Bat,Wicketkeeper Batter,NA
139,2007/08,Royal Challengers Bangalore,f663ef00,J Arunkumar,J Arunkumar,26291,Right hand Bat,NA,Right arm Offbreak
140,2007/08,Deccan Chargers,b720a5d6,DB Ravi Teja,DB Ravi Teja,237701,Right hand Bat,Batter,Legbreak Googly
141,2007/08,Rajasthan Royals,a2870fb7,NK Patel,Niraj Patel,32240,Left hand Bat,Allrounder,NA
142,2007/08,Delhi Daredevils,5bdcdb72,TM Dilshan,TM Dilshan,48472,Right hand Bat,Allrounder,Right arm Offbreak
143,2007/08,Rajasthan Royals,3edb58fc,AD Mascarenhas,AD Mascarenhas,16932,Right hand Bat,Allrounder,Right arm Fast medium
144,2007/08,Kings XI Punjab,b63ab531,LA Pomersbach,LA Pomersbach,232284,Left hand Bat,Batter,Right arm Offbreak
145,2007/08,Delhi Daredevils,6b19d823,A Mishra,A Mishra,31107,Right hand Bat,Bowler,Legbreak
146,2007/08,Kolkata Knight Riders,85aae393,Iqbal Abdulla,Iqbal Abdulla,277237,Left hand Bat,Allrounder,Slow Left arm Orthodox
147,2007/08,Kolkata Knight Riders,10a91f35,Shoaib Akhtar,Shoaib Akhtar,42655,Right hand Bat,Bowler,Right arm Fast
148,2007/08,Mumbai Indians,d2c2b2d5,SR Tendulkar,SR Tendulkar,35320,Right hand Bat,Top order Batter,"Right arm Offbreak, Legbreak Googly"
149,2007/08,Deccan Chargers,4b4d1957,PM Sarvesh Kumar,PM Sarvesh Kumar,327127,Right hand Bat,NA,Right arm Medium
150,2007/08,Kolkata Knight Riders,e249fdaa,A Chopra,A Chopra,27639,Right hand Bat,Batter,"Right arm Medium, Right arm Offbreak"
151,2007/08,Mumbai Indians,c9d33ef5,RV Pawar,RV Pawar,32305,Left hand Bat,Bowler,Slow Left arm Orthodox
152,2007/08,Royal Challengers Bangalore,888e32bf,Abdur Razzak,Abdur Razzak,56283,Left hand Bat,Bowler,Slow Left arm Orthodox
153,2007/08,Kings XI Punjab,5d096f3d,RR Powar,RR Powar,32391,Right hand Bat,Bowler,Right arm Offbreak
154,2007/08,Deccan Chargers,1be70c88,LPC Silva,LPC Silva,50431,Right hand Bat,Batter,Legbreak
155,2007/08,Deccan Chargers,0ed0cdbf,H Das,H Das,236810,Right hand Bat,NA,NA
156,2007/08,Royal Challengers Bangalore,541f85c9,SP Goswami,SP Goswami,302579,Left hand Bat,Wicketkeeper Batter,NA
157,2007/08,Mumbai Indians,35205dfc,DR Smith,DR Smith,53118,Right hand Bat,Allrounder,Right arm Medium
158,2007/08,Mumbai Indians,2503e881,A Nel,A Nel,46569,Right hand Bat,Bowler,Right arm Fast medium
159,2007/08,Rajasthan Royals,40caa465,T Kohli,T Kohli,331855,Right hand Bat,NA,Right arm Medium
160,2007/08,Kolkata Knight Riders,ea0cdc12,BAW Mendis,BAW Mendis,268739,Right hand Bat,Bowler,Right arm Offbreak
161,2007/08,Rajasthan Royals,33cb3411,Younis Khan,Younis Khan,43652,Right hand Bat,Middle order Batter,"Right arm Medium, Legbreak"
162,2009,Rajasthan Royals,72861603,GC Smith,GC Smith,47270,Left hand Bat,Opening Batter,Right arm Offbreak
163,2009,Rajasthan Royals,ae091d39,SA Asnodkar,SA Asnodkar,26782,Right hand Bat,Batter,Right arm Offbreak
164,2009,Rajasthan Royals,a2870fb7,NK Patel,Niraj Patel,32240,Left hand Bat,Allrounder,NA
165,2009,Rajasthan Royals,0a4ebc61,T Henderson,T Henderson,45434,Right hand Bat,Bowler,Right arm Fast medium
166,2009,Rajasthan Royals,3c6ffae8,YK Pathan,YK Pathan,32498,Right hand Bat,Allrounder,Right arm Offbreak
167,2009,Rajasthan Royals,3edb58fc,AD Mascarenhas,AD Mascarenhas,16932,Right hand Bat,Allrounder,Right arm Fast medium
168,2009,Rajasthan Royals,fe93fd9d,RA Jadeja,RA Jadeja,234675,Left hand Bat,Allrounder,Slow Left arm Orthodox
169,2009,Rajasthan Royals,bb18be76,SK Warne,SK Warne,8166,Right hand Bat,Bowler,Legbreak Googly
170,2009,Rajasthan Royals,de8d3876,M Rawat,M Rawat,33440,Right hand Bat,NA,NA
171,2009,Rajasthan Royals,f0f628c7,MM Patel,MM Patel,32965,Right hand Bat,Bowler,Right arm Medium fast
172,2009,Rajasthan Royals,6ef60d3a,Kamran Khan,Kamran Khan,391121,Left hand Bat,Bowler,Left arm Medium fast
173,2009,Royal Challengers Bangalore,91ffa6c6,JD Ryder,JD Ryder,38373,Left hand Bat,Allrounder,Right arm Medium
174,2009,Royal Challengers Bangalore,1c17e270,RV Uthappa,RV Uthappa,35582,Right hand Bat,Batter,Right arm Medium
175,2009,Royal Challengers Bangalore,b61a3e1a,LRPL Taylor,LRPL Taylor,38699,Right hand Bat,Middle order Batter,Right arm Offbreak
176,2009,Royal Challengers Bangalore,39f01cdb,KP Pietersen,KP Pietersen,19296,Right hand Bat,Top order Batter,Right arm Offbreak
177,2009,Royal Challengers Bangalore,0184dc35,R Dravid,R Dravid,28114,Right hand Bat,Top order Batter,Right arm Offbreak
178,2009,Royal Challengers Bangalore,ba607b88,V Kohli,V Kohli,253802,Right hand Bat,Top order Batter,Right arm Medium
179,2009,Royal Challengers Bangalore,af7dadf7,B Akhil,B Akhil,26206,Right hand Bat,Bowler,Right arm Medium fast
180,2009,Royal Challengers Bangalore,e938e1bc,P Kumar,P Kumar,30732,Right hand Bat,Bowler,Right arm Medium
181,2009,Royal Challengers Bangalore,41eb4a4f,R Vinay Kumar,R Vinay Kumar,35731,Right hand Bat,Bowler,Right arm Medium
182,2009,Royal Challengers Bangalore,8fd1a8f5,DW Steyn,DW Steyn,47492,Right hand Bat,Bowler,Right arm Fast
183,2009,Royal Challengers Bangalore,0c2730df,A Kumble,A Kumble,30176,Right hand Bat,Bowler,Legbreak Googly
184,2009,Chennai Super Kings,b5da6c24,PA Patel,PA Patel,32242,Left hand Bat,Wicketkeeper Batter,NA
185,2009,Chennai Super Kings,d8699ab7,ML Hayden,ML Hayden,5616,Left hand Bat,Opening Batter,Right arm Medium
186,2009,Chennai Super Kings,1dc12ab9,SK Raina,SK Raina,33335,Left hand Bat,Middle order Batter,Right arm Offbreak
187,2009,Chennai Super Kings,ddc0828d,A Flintoff,A Flintoff,12856,Right hand Bat,Allrounder,Right arm Fast medium
188,2009,Chennai Super Kings,4a8a2e3b,MS Dhoni,MS Dhoni,28081,Right hand Bat,Wicketkeeper Batter,NA
189,2009,Chennai Super Kings,3eac9d95,JDP Oram,JDP Oram,38062,Left hand Bat,Allrounder,Right arm Fast medium
190,2009,Chennai Super Kings,3576e47e,S Badrinath,S Badrinath,26806,Right hand Bat,Middle order Batter,Right arm Offbreak
191,2009,Chennai Super Kings,9f961c14,Joginder Sharma,Joginder Sharma,29976,Right hand Bat,Allrounder,Right arm Fast medium
192,2009,Chennai Super Kings,b2ae53f5,T Thushara,T Thushara,49677,Left hand Bat,Bowler,Left arm Fast medium
193,2009,Chennai Super Kings,ae78bc32,MS Gony,MS Gony,317293,Right hand Bat,Bowler,Right arm Medium
194,2009,Chennai Super Kings,495d42a5,R Ashwin,R Ashwin,26421,Right hand Bat,Bowling Allrounder,Right arm Offbreak
195,2009,Mumbai Indians,f233bbb4,ST Jayasuriya,ST Jayasuriya,49209,Left hand Bat,Allrounder,Slow Left arm Orthodox
196,2009,Mumbai Indians,d2c2b2d5,SR Tendulkar,SR Tendulkar,35320,Right hand Bat,Top order Batter,"Right arm Offbreak, Legbreak Googly"
197,2009,Mumbai Indians,0a476045,S Dhawan,S Dhawan,28235,Left hand Bat,Opening Batter,Right arm Offbreak
198,2009,Mumbai Indians,2e8994e7,JP Duminy,JP Duminy,44932,Left hand Bat,Batting Allrounder,Right arm Offbreak
199,2009,Mumbai Indians,87e562a9,DJ Bravo,DJ Bravo,51439,Right hand Bat,Allrounder,Right arm Medium
200,2009,Mumbai Indians,a45a5e8d,AM Nayar,AM Nayar,32091,Left hand Bat,Allrounder,Right arm Medium
201,2009,Mumbai Indians,8b5b6769,Harbhajan Singh,Harbhajan Singh,29264,Right hand Bat,Bowler,Right arm Offbreak
202,2009,Mumbai Indians,91a4a398,Z Khan,Z Khan,30102,Right hand Bat,Bowler,Left arm Fast medium
203,2009,Mumbai Indians,0aadc906,PR Shah,PR Shah,34282,Right hand Bat,Wicketkeeper Batter,NA
204,2009,Mumbai Indians,a12e1d51,SL Malinga,SL Malinga,49758,Right hand Bat,Bowler,Right arm Fast
205,2009,Mumbai Indians,5f4e9e8f,RR Raje,RR Raje,290713,Right hand Bat,NA,Right arm Fast medium
206,2009,Delhi Daredevils,bb345e0b,G Gambhir,G Gambhir,28763,Left hand Bat,Top order Batter,Legbreak
207,2009,Delhi Daredevils,8ba8195d,V Sehwag,V Sehwag,35263,Right hand Bat,Top order Batter,Right arm Offbreak
208,2009,Delhi Daredevils,5bdcdb72,TM Dilshan,TM Dilshan,48472,Right hand Bat,Allrounder,Right arm Offbreak
209,2009,Delhi Daredevils,c4487b84,AB de Villiers,AB de Villiers,44936,Right hand Bat,Wicketkeeper Batter,NA
210,2009,Delhi Daredevils,26e5cabf,MK Tiwary,MK Tiwary,35565,Right hand Bat,Batter,Legbreak Googly
211,2009,Delhi Daredevils,c03f1114,KD Karthik,KD Karthik,30045,Right hand Bat,Wicketkeeper Batter,NA
212,2009,Delhi Daredevils,c404f58a,DP Nannes,DP Nannes,6981,Right hand Bat,Bowler,Left arm Fast
213,2009,Delhi Daredevils,d7c6af50,DL Vettori,DL Vettori,38710,Left hand Bat,Allrounder,Slow Left arm Orthodox
214,2009,Delhi Daredevils,93a17209,VY Mahesh,VY Mahesh,31732,Right hand Bat,Allrounder,Right arm Medium fast
215,2009,Delhi Daredevils,260fd380,AM Salvi,AM Salvi,34264,Right hand Bat,Bowler,Right arm Medium
216,2009,Delhi Daredevils,9fc0ef64,PJ Sangwan,PJ Sangwan,279545,Right hand Bat,Bowler,Left arm Medium
