,season,team,identifier,name,unique_name,key_cricinfo,batting_style,player_type,bowling_style
1858,2018,Mumbai Indians,0a8fce53,Mustafizur Rahman,Mustafizur Rahman,330902,Left hand Bat,Bowler,Left arm Fast medium
1859,2018,Mumbai Indians,a9fd84fb,M Markande,M Markande,1081442,Right hand Bat,Bowler,Legbreak
1860,2018,Chennai Super Kings,4329fbb5,SR Watson,SR Watson,8180,Right hand Bat,Allrounder,Right arm Fast medium
1861,2018,Chennai Super Kings,70d205c9,AT Rayudu,AT Rayudu,33141,Right hand Bat,Middle order Batter,Right arm Offbreak
1862,2018,Chennai Super Kings,1dc12ab9,SK Raina,SK Raina,33335,Left hand Bat,Middle order Batter,Right arm Offbreak
1863,2018,Chennai Super Kings,99d63244,KM Jadhav,KM Jadhav,290716,Right hand Bat,Batting Allrounder,Right arm Offbreak
1864,2018,Chennai Super Kings,4a8a2e3b,MS Dhoni,MS Dhoni,28081,Right hand Bat,Wicketkeeper Batter,NA
1865,2018,Chennai Super Kings,fe93fd9d,RA Jadeja,RA Jadeja,234675,Left hand Bat,Allrounder,Slow Left arm Orthodox
1866,2018,Chennai Super Kings,87e562a9,DJ Bravo,DJ Bravo,51439,Right hand Bat,Allrounder,Right arm Medium
1867,2018,Chennai Super Kings,23eeb873,DL Chahar,DL Chahar,447261,Right hand Bat,Bowler,Right arm Medium
1868,2018,Chennai Super Kings,8b5b6769,Harbhajan Singh,Harbhajan Singh,29264,Right hand Bat,Bowler,Right arm Offbreak
1869,2018,Chennai Super Kings,8d92a2c3,MA Wood,MA Wood,351588,Right hand Bat,Bowler,Right arm Fast
1870,2018,Chennai Super Kings,acee4cc4,Imran Tahir,Imran Tahir,40618,Right hand Bat,Bowler,Legbreak Googly
1871,2018,Delhi Daredevils,af2c687b,C Munro,C Munro,232359,Left hand Bat,Opening Batter,Right arm Medium fast
1872,2018,Delhi Daredevils,bb345e0b,G Gambhir,G Gambhir,28763,Left hand Bat,Top order Batter,Legbreak
1873,2018,Delhi Daredevils,85ec8e33,SS Iyer,SS Iyer,642519,Right hand Bat,Top order Batter,"Right arm Offbreak, Legbreak Googly"
1874,2018,Delhi Daredevils,0994d0ae,V Shankar,V Shankar,477021,Right hand Bat,Allrounder,Right arm Medium
1875,2018,Delhi Daredevils,919a3be2,RR Pant,RR Pant,931581,Left hand Bat,Wicketkeeper Batter,NA
1876,2018,Delhi Daredevils,39a2dfa8,R Tewatia,R Tewatia,423838,Left hand Bat,Bowling Allrounder,Legbreak
1877,2018,Delhi Daredevils,fb66ce1f,CH Morris,CH Morris,439952,Right hand Bat,Bowling Allrounder,Right arm Fast medium
1878,2018,Delhi Daredevils,2a2e6343,DT Christian,DT Christian,4864,Right hand Bat,Allrounder,Right arm Fast medium
1879,2018,Delhi Daredevils,6b19d823,A Mishra,A Mishra,31107,Right hand Bat,Bowler,Legbreak
1880,2018,Delhi Daredevils,a818c1be,TA Boult,TA Boult,277912,Right hand Bat,Bowler,Left arm Fast medium
1881,2018,Delhi Daredevils,8cf9814c,Mohammed Shami,Mohammed Shami,481896,Right hand Bat,Bowler,Right arm Fast
1882,2018,Kings XI Punjab,b17e2f24,KL Rahul,KL Rahul,422108,Right hand Bat,Opening Batter,NA
1883,2018,Kings XI Punjab,00ea847a,MA Agarwal,MA Agarwal,398438,Right hand Bat,Batter,Right arm Offbreak
1884,2018,Kings XI Punjab,1c914163,Yuvraj Singh,Yuvraj Singh,36084,Left hand Bat,Middle order Batter,Slow Left arm Orthodox
1885,2018,Kings XI Punjab,944533a5,KK Nair,KK Nair,398439,Right hand Bat,Top order Batter,Right arm Offbreak
1886,2018,Kings XI Punjab,d67d5f00,DA Miller,DA Miller,321777,Left hand Bat,Middle order Batter,Right arm Offbreak
1887,2018,Kings XI Punjab,d9273ee7,MP Stoinis,MP Stoinis,325012,Right hand Bat,Batting Allrounder,Right arm Medium
1888,2018,Kings XI Punjab,2e171977,AR Patel,AR Patel,554691,Left hand Bat,Bowling Allrounder,Slow Left arm Orthodox
1889,2018,Kings XI Punjab,495d42a5,R Ashwin,R Ashwin,26421,Right hand Bat,Bowling Allrounder,Right arm Offbreak
1890,2018,Kings XI Punjab,7c7d63a2,AJ Tye,AJ Tye,459508,Right hand Bat,Bowler,Right arm Medium fast
1891,2018,Kings XI Punjab,759ac88f,MM Sharma,MM Sharma,537119,Right hand Bat,Bowler,Right arm Medium
1892,2018,Kings XI Punjab,7d92277a,Mujeeb Ur Rahman,Mujeeb Ur Rahman,974109,Right hand Bat,Bowler,Right arm Offbreak
1893,2018,Royal Challengers Bangalore,b8a55852,BB McCullum,BB McCullum,37737,Right hand Bat,Wicketkeeper Batter,NA
1894,2018,Royal Challengers Bangalore,372455c4,Q de Kock,Q de Kock,379143,Left hand Bat,Wicketkeeper Batter,NA
1895,2018,Royal Challengers Bangalore,ba607b88,V Kohli,V Kohli,253802,Right hand Bat,Top order Batter,Right arm Medium
1896,2018,Royal Challengers Bangalore,c4487b84,AB de Villiers,AB de Villiers,44936,Right hand Bat,Wicketkeeper Batter,NA
1897,2018,Royal Challengers Bangalore,f088b960,SN Khan,SN Khan,642525,Right hand Bat,Middle order Batter,Legbreak
1898,2018,Royal Challengers Bangalore,c3a96caf,Mandeep Singh,Mandeep Singh,398506,Right hand Bat,Allrounder,Right arm Medium
1899,2018,Royal Challengers Bangalore,4c5d73db,CR Woakes,CR Woakes,247235,Right hand Bat,Allrounder,Right arm Fast medium
1900,2018,Royal Challengers Bangalore,f19ccfad,Washington Sundar,Washington Sundar,719715,Left hand Bat,Bowling Allrounder,Right arm Offbreak
1901,2018,Royal Challengers Bangalore,cc1e8c68,UT Yadav,UT Yadav,376116,Right hand Bat,Bowler,Right arm Fast
1902,2018,Royal Challengers Bangalore,fa2f1dde,K Khejroliya,K Khejroliya,1083033,Left hand Bat,Bowler,Left arm Medium fast
1903,2018,Royal Challengers Bangalore,57ee1fde,YS Chahal,YS Chahal,430246,Right hand Bat,Bowler,Legbreak Googly
1904,2018,Kolkata Knight Riders,9d430b40,SP Narine,SP Narine,230558,Left hand Bat,Bowling Allrounder,Right arm Offbreak
1905,2018,Kolkata Knight Riders,45eda7c8,CA Lynn,CA Lynn,326637,Right hand Bat,Batter,Slow Left arm Orthodox
1906,2018,Kolkata Knight Riders,1c17e270,RV Uthappa,RV Uthappa,35582,Right hand Bat,Batter,Right arm Medium
1907,2018,Kolkata Knight Riders,fb2d1dda,N Rana,N Rana,604527,Left hand Bat,Middle order Batter,Right arm Offbreak
1908,2018,Kolkata Knight Riders,c03f1114,KD Karthik,KD Karthik,30045,Right hand Bat,Wicketkeeper Batter,NA
1909,2018,Kolkata Knight Riders,0a509d6b,RK Singh,RK Singh,723105,Left hand Bat,Middle order Batter,Right arm Offbreak
1910,2018,Kolkata Knight Riders,bbd41817,AD Russell,AD Russell,276298,Right hand Bat,Allrounder,Right arm Fast
1911,2018,Kolkata Knight Riders,41eb4a4f,R Vinay Kumar,R Vinay Kumar,35731,Right hand Bat,Bowler,Right arm Medium
1912,2018,Kolkata Knight Riders,98ae73b1,PP Chawla,PP Chawla,32966,Left hand Bat,Bowling Allrounder,Legbreak
1913,2018,Kolkata Knight Riders,f5180fe6,MG Johnson,MG Johnson,6033,Left hand Bat,Bowler,Left arm Fast
1914,2018,Kolkata Knight Riders,8d2c70ad,Kuldeep Yadav,Kuldeep Yadav,559235,Left hand Bat,Bowler,Left arm Wrist spin
1915,2018,Rajasthan Royals,29e95537,AM Rahane,AM Rahane,277916,Right hand Bat,Top order Batter,Right arm Medium
1916,2018,Rajasthan Royals,1a156c88,DJM Short,DJM Short,308798,Left hand Bat,Opening Batter,Left arm Wrist spin
1917,2018,Rajasthan Royals,a4cc73aa,SV Samson,SV Samson,425943,Right hand Bat,Wicketkeeper Batter,NA
1918,2018,Rajasthan Royals,e087956b,BA Stokes,BA Stokes,311158,Left hand Bat,Allrounder,Right arm Fast medium
1919,2018,Rajasthan Royals,77255a9e,RA Tripathi,RA Tripathi,446763,Right hand Bat,Top order Batter,Right arm Medium
1920,2018,Rajasthan Royals,99b75528,JC Buttler,JC Buttler,308967,Right hand Bat,Wicketkeeper Batter,NA
1921,2018,Rajasthan Royals,90de905a,K Gowtham,K Gowtham,424377,Right hand Bat,Bowling Allrounder,Right arm Offbreak
1922,2018,Rajasthan Royals,7a8bd078,S Gopal,S Gopal,344580,Right hand Bat,Allrounder,Legbreak
1923,2018,Rajasthan Royals,d2a989fc,DS Kulkarni,DS Kulkarni,277955,Right hand Bat,Bowler,Right arm Medium
1924,2018,Rajasthan Royals,1e66c162,JD Unadkat,JD Unadkat,390484,Right hand Bat,Bowler,Left arm Medium
1925,2018,Rajasthan Royals,b2a79f17,B Laughlin,B Laughlin,315623,Right hand Bat,Bowler,Right arm Fast medium
1926,2018,Sunrisers Hyderabad,fe11caa6,WP Saha,WP Saha,279810,Right hand Bat,Wicketkeeper Batter,NA
1927,2018,Sunrisers Hyderabad,0a476045,S Dhawan,S Dhawan,28235,Left hand Bat,Opening Batter,Right arm Offbreak
1928,2018,Sunrisers Hyderabad,d027ba9f,KS Williamson,KS Williamson,277906,Right hand Bat,Top order Batter,Right arm Offbreak
1929,2018,Sunrisers Hyderabad,93b4fc78,MK Pandey,MK Pandey,290630,Right hand Bat,Top order Batter,Right arm Medium
1930,2018,Sunrisers Hyderabad,73ad96ed,DJ Hooda,DJ Hooda,497121,Right hand Bat,Allrounder,Right arm Offbreak
1931,2018,Sunrisers Hyderabad,3c6ffae8,YK Pathan,YK Pathan,32498,Right hand Bat,Allrounder,Right arm Offbreak
1932,2018,Sunrisers Hyderabad,7dc35884,Shakib Al Hasan,Shakib Al Hasan,56143,Left hand Bat,Allrounder,Slow Left arm Orthodox
1933,2018,Sunrisers Hyderabad,5f547c8b,Rashid Khan,Rashid Khan,793463,Right hand Bat,Bowler,Legbreak Googly
1934,2018,Sunrisers Hyderabad,2e81a32d,B Kumar,B Kumar,326016,Right hand Bat,Bowler,Right arm Medium
1935,2018,Sunrisers Hyderabad,6834d1f2,B Stanlake,B Stanlake,533042,Left hand Bat,Bowler,Right arm Fast
1936,2018,Sunrisers Hyderabad,dcf81436,S Kaul,S Kaul,326017,Right hand Bat,Bowler,Right arm Medium
1937,2018,Kolkata Knight Riders,e86754b2,TK Curran,TK Curran,550235,Right hand Bat,Bowling Allrounder,Right arm Fast medium
1938,2018,Chennai Super Kings,c16d4035,SW Billings,SW Billings,297628,Right hand Bat,Wicketkeeper Batter,NA
1939,2018,Chennai Super Kings,1abb78f8,SN Thakur,SN Thakur,475281,Right hand Bat,Bowler,Right arm Medium
1940,2018,Delhi Daredevils,b681e71e,GJ Maxwell,GJ Maxwell,325026,Right hand Bat,Batting Allrounder,Right arm Offbreak
1941,2018,Delhi Daredevils,9d80c5e1,S Nadeem,S Nadeem,31872,Right hand Bat,Bowler,Slow Left arm Orthodox
1942,2018,Mumbai Indians,2e11c706,BCJ Cutting,BCJ Cutting,230371,Right hand Bat,Allrounder,Right arm Fast medium
1943,2018,Mumbai Indians,9fc0ef64,PJ Sangwan,PJ Sangwan,279545,Right hand Bat,Bowler,Left arm Medium
1944,2018,Sunrisers Hyderabad,ce820073,Sandeep Sharma,Sandeep Sharma,438362,Right hand Bat,Bowler,Right arm Medium
1945,2018,Kings XI Punjab,b8d490fd,AJ Finch,AJ Finch,5334,Right hand Bat,Top order Batter,Slow Left arm Orthodox
1946,2018,Mumbai Indians,5b16a806,A Dananjaya,A Dananjaya,574178,Left hand Bat,Allrounder,"Right arm Offbreak, Legbreak"
1947,2018,Delhi Daredevils,d1c36f5c,JJ Roy,JJ Roy,298438,Right hand Bat,Opening Batter,NA
1948,2018,Kolkata Knight Riders,b4b99816,Shubman Gill,Shubman Gill,1070173,Right hand Bat,Opening Batter,Right arm Offbreak
1949,2018,Kolkata Knight Riders,c38d3503,Shivam Mavi,Shivam Mavi,1079848,Right hand Bat,Allrounder,Right arm Fast medium
1950,2018,Royal Challengers Bangalore,f62772e5,P Negi,P Negi,530773,Left hand Bat,Bowler,Slow Left arm Orthodox
1951,2018,Kings XI Punjab,db584dad,CH Gayle,CH Gayle,51880,Left hand Bat,Allrounder,Right arm Offbreak
1952,2018,Kings XI Punjab,d8b2f218,BB Sran,BB Sran,537126,Left hand Bat,Bowler,Left arm Medium
1953,2018,Chennai Super Kings,4b57e452,M Vijay,M Vijay,237095,Right hand Bat,Opening Batter,Right arm Offbreak
1954,2018,Royal Challengers Bangalore,8abdf100,CJ Anderson,CJ Anderson,277662,Left hand Bat,Batting Allrounder,Left arm Medium fast
1955,2018,Royal Challengers Bangalore,2f49c897,Mohammed Siraj,Mohammed Siraj,940973,Right hand Bat,Bowler,Right arm Medium fast
1956,2018,Sunrisers Hyderabad,ffe699c0,CJ Jordan,CJ Jordan,288992,Right hand Bat,Bowler,Right arm Fast medium
1957,2018,Chennai Super Kings,119678fd,KV Sharma,KV Sharma,30288,Left hand Bat,Bowler,Legbreak Googly
1958,2018,Rajasthan Royals,235c2bb6,H Klaasen,H Klaasen,436757,Right hand Bat,Wicketkeeper Batter,NA
1959,2018,Rajasthan Royals,bd17b45f,STR Binny,STR Binny,27223,Right hand Bat,Allrounder,Right arm Medium
1960,2018,Delhi Daredevils,f986ca1a,HV Patel,HV Patel,390481,Right hand Bat,Bowler,Right arm Medium
1961,2018,Royal Challengers Bangalore,c03e2850,M Vohra,M Vohra,532856,Right hand Bat,Opening Batter,Right arm Medium
1962,2018,Chennai Super Kings,3355b542,F du Plessis,F du Plessis,44828,Right hand Bat,Middle order Batter,Legbreak
1963,2018,Sunrisers Hyderabad,b63e358a,RK Bhui,RK Bhui,642531,Right hand Bat,Top order Batter,Legbreak Googly
1964,2018,Rajasthan Royals,5574750c,JC Archer,JC Archer,669855,Right hand Bat,Bowler,Right arm Fast
1965,2018,Kings XI Punjab,db31895a,AS Rajpoot,AS Rajpoot,591650,Right hand Bat,Bowler,Right arm Medium
1966,2018,Delhi Daredevils,8b3e9c7c,PP Shaw,PP Shaw,1070168,Right hand Bat,Opening Batter,Right arm Offbreak
1967,2018,Delhi Daredevils,9a963804,LE Plunkett,LE Plunkett,19264,Right hand Bat,Bowler,Right arm Fast
1968,2018,Delhi Daredevils,eef2536f,Avesh Khan,Avesh Khan,694211,Right hand Bat,Bowler,Right arm Fast medium
1969,2018,Sunrisers Hyderabad,62af8546,Mohammad Nabi,Mohammad Nabi,25913,Right hand Bat,Allrounder,Right arm Offbreak
1970,2018,Sunrisers Hyderabad,871e9faf,Basil Thampi,Basil Thampi,732291,Right hand Bat,Bowler,Right arm Fast medium
1971,2018,Royal Challengers Bangalore,94d7f855,C de Grandhomme,C de Grandhomme,55395,Right hand Bat,Allrounder,Right arm Medium fast
1972,2018,Kings XI Punjab,26e5cabf,MK Tiwary,MK Tiwary,35565,Right hand Bat,Batter,Legbreak Googly
1973,2018,Mumbai Indians,2e8994e7,JP Duminy,JP Duminy,44932,Left hand Bat,Batting Allrounder,Right arm Offbreak
1974,2018,Sunrisers Hyderabad,92aeac25,AD Hales,AD Hales,249866,Right hand Bat,Opening Batter,Right arm Medium
1975,2018,Rajasthan Royals,da934ee8,MK Lomror,MK Lomror,853265,Left hand Bat,Allrounder,Slow Left arm Orthodox
1976,2018,Rajasthan Royals,641ac5ff,IS Sodhi,IS Sodhi,559066,Right hand Bat,Bowler,Legbreak
1977,2018,Royal Challengers Bangalore,e2db2409,M Ashwin,M Ashwin,528067,Right hand Bat,Bowler,Legbreak Googly
1978,2018,Royal Challengers Bangalore,13c35c9e,TG Southee,TG Southee,232364,Right hand Bat,Bowler,Right arm Medium fast
1979,2018,Chennai Super Kings,798cc28e,KM Asif,KM Asif,1083030,Right hand Bat,Bowler,Right arm Medium
1980,2018,Chennai Super Kings,f834dcfc,L Ngidi,L Ngidi,542023,Right hand Bat,Bowler,Right arm Fast medium
1981,2018,Royal Challengers Bangalore,b5da6c24,PA Patel,PA Patel,32242,Left hand Bat,Wicketkeeper Batter,NA
1982,2018,Chennai Super Kings,faa7365d,DR Shorey,DR Shorey,590327,Right hand Bat,Top order Batter,Right arm Offbreak
1983,2018,Chennai Super Kings,7f048519,DJ Willey,DJ Willey,308251,Left hand Bat,Bowling Allrounder,Left arm Fast medium
1984,2018,Delhi Daredevils,890946a0,NV Ojha,NV Ojha,32102,Right hand Bat,Wicketkeeper Batter,NA
1985,2018,Kolkata Knight Riders,85e0cf10,M Prasidh Krishna,M Prasidh Krishna,917159,Right hand Bat,Bowler,Right arm Medium fast
1986,2018,Rajasthan Royals,69be866a,Anureet Singh,Anureet Singh,376324,Right hand Bat,Bowler,Right arm Medium
1987,2018,Royal Challengers Bangalore,bb351c23,MM Ali,MM Ali,8917,Left hand Bat,Batting Allrounder,Right arm Offbreak
1988,2018,Kings XI Punjab,f10e94c4,AD Nath,AD Nath,500360,Right hand Bat,Middle order Batter,Right arm Medium fast
1989,2018,Sunrisers Hyderabad,541f85c9,SP Goswami,SP Goswami,302579,Left hand Bat,Wicketkeeper Batter,NA
1990,2018,Rajasthan Royals,8ac93ca2,P Chopra,P Chopra,500135,Right hand Bat,Opening Batter,Legbreak Googly
1991,2018,Rajasthan Royals,24d94623,Ankit Sharma,Ankit Sharma,422992,Left hand Bat,Bowler,Slow Left arm Orthodox
1992,2018,Kolkata Knight Riders,99ed60f8,JPR Scantlebury-Searles,JPR Scantlebury-Searles,230554,Right hand Bat,Bowling Allrounder,Right arm Fast medium
1993,2018,Delhi Daredevils,f29185a1,Abhishek Sharma,Abhishek Sharma,1070183,Left hand Bat,Allrounder,Slow Left arm Orthodox
1994,2018,Delhi Daredevils,b410bd3d,S Lamichhane,S Lamichhane,960361,Right hand Bat,Bowler,Legbreak Googly
1995,2018,Delhi Daredevils,1cb14aa4,CJ Dala,CJ Dala,545467,Right hand Bat,Bowler,Right arm Medium
1996,2018,Sunrisers Hyderabad,e342e5fb,CR Brathwaite,CR Brathwaite,457249,Right hand Bat,Allrounder,Right arm Fast medium
1997,2018,Sunrisers Hyderabad,a2f46292,KK Ahmed,KK Ahmed,942645,Right hand Bat,Bowler,Left arm Medium
1998,2019,Mumbai Indians,81049310,J Yadav,J Yadav,447587,Right hand Bat,Bowler,Right arm Offbreak
1999,2019,Royal Challengers Bangalore,235c2bb6,H Klaasen,H Klaasen,436757,Right hand Bat,Wicketkeeper Batter,NA
2000,2019,Royal Challengers Bangalore,8fd1a8f5,DW Steyn,DW Steyn,47492,Right hand Bat,Bowler,Right arm Fast
2001,2019,Kings XI Punjab,c05edf8e,Harpreet Brar,Harpreet Brar,1168641,Left hand Bat,Bowler,Slow Left arm Orthodox
2002,2019,Delhi Capitals,d014d5ac,SE Rutherford,SE Rutherford,914541,Left hand Bat,Middle order Batter,Right arm Fast medium
2003,2019,Kolkata Knight Riders,0a509d6b,RK Singh,RK Singh,723105,Left hand Bat,Middle order Batter,Right arm Offbreak
2004,2019,Kolkata Knight Riders,cfa4bd2b,Y Prithvi Raj,Y Prithvi Raj,1121579,Left hand Bat,Bowler,Left arm Medium
2005,2019,Kolkata Knight Riders,edb3d4f8,KC Cariappa,KC Cariappa,777537,Right hand Bat,Bowler,Legbreak
2006,2019,Royal Challengers Bangalore,f19ccfad,Washington Sundar,Washington Sundar,719715,Left hand Bat,Bowling Allrounder,Right arm Offbreak
2007,2019,Rajasthan Royals,c6097d68,O Thomas,O Thomas,914567,Left hand Bat,Bowler,Right arm Fast
2008,2019,Mumbai Indians,0ebfb1ad,E Lewis,E Lewis,431901,Left hand Bat,Opening Batter,NA
2009,2019,Mumbai Indians,e4cdf230,AS Roy,AS Roy,1079839,Left hand Bat,Allrounder,Slow Left arm Orthodox
2010,2019,Chennai Super Kings,4b57e452,M Vijay,M Vijay,237095,Right hand Bat,Opening Batter,Right arm Offbreak
2011,2019,Chennai Super Kings,faa7365d,DR Shorey,DR Shorey,590327,Right hand Bat,Top order Batter,Right arm Offbreak
2012,2019,Sunrisers Hyderabad,fe11caa6,WP Saha,WP Saha,279810,Right hand Bat,Wicketkeeper Batter,NA
2013,2019,Royal Challengers Bangalore,6eb146d2,Gurkeerat Singh,Gurkeerat Singh,537124,Right hand Bat,Middle order Batter,Right arm Offbreak
2014,2019,Kolkata Knight Riders,cdc6bdba,S Sandeep Warrier,S Sandeep Warrier,592735,Right hand Bat,Bowler,Right arm Medium
2015,2019,Mumbai Indians,d8b2f218,BB Sran,BB Sran,537126,Left hand Bat,Bowler,Left arm Medium
2016,2019,Kings XI Punjab,9418198b,P Simran Singh,P Simran Singh,1161024,Right hand Bat,Wicketkeeper Batter,NA
2017,2019,Royal Challengers Bangalore,fa2f1dde,K Khejroliya,K Khejroliya,1083033,Left hand Bat,Bowler,Left arm Medium fast
2018,2019,Rajasthan Royals,da934ee8,MK Lomror,MK Lomror,853265,Left hand Bat,Allrounder,Slow Left arm Orthodox
2019,2019,Delhi Capitals,4125d931,J Suchith,J Suchith,527663,Left hand Bat,Bowler,Slow Left arm Orthodox
2020,2019,Sunrisers Hyderabad,2be41edb,MJ Guptill,MJ Guptill,226492,Right hand Bat,Opening Batter,Right arm Offbreak
2021,2019,Sunrisers Hyderabad,871e9faf,Basil Thampi,Basil Thampi,732291,Right hand Bat,Bowler,Right arm Fast medium
2022,2020/21,Mumbai Indians,740742ef,RG Sharma,RG Sharma,34102,Right hand Bat,Top order Batter,Right arm Offbreak
2023,2020/21,Mumbai Indians,372455c4,Q de Kock,Q de Kock,379143,Left hand Bat,Wicketkeeper Batter,NA
2024,2020/21,Mumbai Indians,271f83cd,SA Yadav,SA Yadav,446507,Right hand Bat,Batter,"Right arm Medium, Right arm Offbreak"
2025,2020/21,Mumbai Indians,709b0bac,SS Tiwary,SS Tiwary,35390,Left hand Bat,Top order Batter,NA
2026,2020/21,Mumbai Indians,dbe50b21,HH Pandya,HH Pandya,625371,Right hand Bat,Allrounder,Right arm Medium fast
2027,2020/21,Mumbai Indians,a757b0d8,KA Pollard,KA Pollard,230559,Right hand Bat,Allrounder,Right arm Medium
2028,2020/21,Mumbai Indians,5b8c830e,KH Pandya,KH Pandya,471342,Left hand Bat,Allrounder,Slow Left arm Orthodox
2029,2020/21,Mumbai Indians,f752db61,JL Pattinson,JL Pattinson,272465,Left hand Bat,Bowler,Right arm Fast medium
2030,2020/21,Mumbai Indians,2ed569a0,RD Chahar,RD Chahar,1064812,Right hand Bat,Bowler,Legbreak Googly
2031,2020/21,Mumbai Indians,a818c1be,TA Boult,TA Boult,277912,Right hand Bat,Bowler,Left arm Fast medium
2032,2020/21,Mumbai Indians,462411b3,JJ Bumrah,JJ Bumrah,625383,Right hand Bat,Bowler,Right arm Fast
2033,2020/21,Chennai Super Kings,4b57e452,M Vijay,M Vijay,237095,Right hand Bat,Opening Batter,Right arm Offbreak
2034,2020/21,Chennai Super Kings,4329fbb5,SR Watson,SR Watson,8180,Right hand Bat,Allrounder,Right arm Fast medium
2035,2020/21,Chennai Super Kings,3355b542,F du Plessis,F du Plessis,44828,Right hand Bat,Middle order Batter,Legbreak
2036,2020/21,Chennai Super Kings,70d205c9,AT Rayudu,AT Rayudu,33141,Right hand Bat,Middle order Batter,Right arm Offbreak
2037,2020/21,Chennai Super Kings,fe93fd9d,RA Jadeja,RA Jadeja,234675,Left hand Bat,Allrounder,Slow Left arm Orthodox
2038,2020/21,Chennai Super Kings,e94915e6,SM Curran,SM Curran,662973,Left hand Bat,Allrounder,Left arm Medium fast
2039,2020/21,Chennai Super Kings,4a8a2e3b,MS Dhoni,MS Dhoni,28081,Right hand Bat,Wicketkeeper Batter,NA
2040,2020/21,Chennai Super Kings,99d63244,KM Jadhav,KM Jadhav,290716,Right hand Bat,Batting Allrounder,Right arm Offbreak
2041,2020/21,Chennai Super Kings,98ae73b1,PP Chawla,PP Chawla,32966,Left hand Bat,Bowling Allrounder,Legbreak
2042,2020/21,Chennai Super Kings,23eeb873,DL Chahar,DL Chahar,447261,Right hand Bat,Bowler,Right arm Medium
2043,2020/21,Chennai Super Kings,f834dcfc,L Ngidi,L Ngidi,542023,Right hand Bat,Bowler,Right arm Fast medium
2044,2020/21,Delhi Capitals,8b3e9c7c,PP Shaw,PP Shaw,1070168,Right hand Bat,Opening Batter,Right arm Offbreak
2045,2020/21,Delhi Capitals,0a476045,S Dhawan,S Dhawan,28235,Left hand Bat,Opening Batter,Right arm Offbreak
2046,2020/21,Delhi Capitals,48a1d7b7,SO Hetmyer,SO Hetmyer,670025,Left hand Bat,Top order Batter,NA
2047,2020/21,Delhi Capitals,85ec8e33,SS Iyer,SS Iyer,642519,Right hand Bat,Top order Batter,"Right arm Offbreak, Legbreak Googly"
2048,2020/21,Delhi Capitals,919a3be2,RR Pant,RR Pant,931581,Left hand Bat,Wicketkeeper Batter,NA
2049,2020/21,Delhi Capitals,d9273ee7,MP Stoinis,MP Stoinis,325012,Right hand Bat,Batting Allrounder,Right arm Medium
2050,2020/21,Delhi Capitals,2e171977,AR Patel,AR Patel,554691,Left hand Bat,Bowling Allrounder,Slow Left arm Orthodox
2051,2020/21,Delhi Capitals,495d42a5,R Ashwin,R Ashwin,26421,Right hand Bat,Bowling Allrounder,Right arm Offbreak
2052,2020/21,Delhi Capitals,e62dd25d,K Rabada,K Rabada,550215,Left hand Bat,Bowler,Right arm Fast
2053,2020/21,Delhi Capitals,acdc62f5,A Nortje,A Nortje,481979,Right hand Bat,Bowler,Right arm Fast
2054,2020/21,Delhi Capitals,759ac88f,MM Sharma,MM Sharma,537119,Right hand Bat,Bowler,Right arm Medium
2055,2020/21,Kings XI Punjab,b17e2f24,KL Rahul,KL Rahul,422108,Right hand Bat,Opening Batter,NA
2056,2020/21,Kings XI Punjab,00ea847a,MA Agarwal,MA Agarwal,398438,Right hand Bat,Batter,Right arm Offbreak
2057,2020/21,Kings XI Punjab,944533a5,KK Nair,KK Nair,398439,Right hand Bat,Top order Batter,Right arm Offbreak
2058,2020/21,Kings XI Punjab,3241e3fd,N Pooran,N Pooran,604302,Left hand Bat,Wicketkeeper Batter,NA
2059,2020/21,Kings XI Punjab,b681e71e,GJ Maxwell,GJ Maxwell,325026,Right hand Bat,Batting Allrounder,Right arm Offbreak
2060,2020/21,Kings XI Punjab,f088b960,SN Khan,SN Khan,642525,Right hand Bat,Middle order Batter,Legbreak
2061,2020/21,Kings XI Punjab,90de905a,K Gowtham,K Gowtham,424377,Right hand Bat,Bowling Allrounder,Right arm Offbreak
2062,2020/21,Kings XI Punjab,ffe699c0,CJ Jordan,CJ Jordan,288992,Right hand Bat,Bowler,Right arm Fast medium
2063,2020/21,Kings XI Punjab,8cf9814c,Mohammed Shami,Mohammed Shami,481896,Right hand Bat,Bowler,Right arm Fast
2064,2020/21,Kings XI Punjab,a1d053dd,SS Cottrell,SS Cottrell,495551,Right hand Bat,Bowler,Left arm Fast medium
2065,2020/21,Kings XI Punjab,df064e1a,Ravi Bishnoi,Ravi Bishnoi,1175441,Right hand Bat,Bowler,Legbreak Googly
2066,2020/21,Royal Challengers Bangalore,2c25d4f5,D Padikkal,D Padikkal,1119026,Left hand Bat,Top order Batter,Right arm Offbreak
2067,2020/21,Royal Challengers Bangalore,b8d490fd,AJ Finch,AJ Finch,5334,Right hand Bat,Top order Batter,Slow Left arm Orthodox
2068,2020/21,Royal Challengers Bangalore,ba607b88,V Kohli,V Kohli,253802,Right hand Bat,Top order Batter,Right arm Medium
2069,2020/21,Royal Challengers Bangalore,c4487b84,AB de Villiers,AB de Villiers,44936,Right hand Bat,Wicketkeeper Batter,NA
2070,2020/21,Royal Challengers Bangalore,a4e37e47,S Dube,S Dube,714451,Left hand Bat,Allrounder,Right arm Medium
